Chilled Pop Hits,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
15,I Wish You Knew,60Vj9zLAwQUf922DztbFEs,CAGGIE,1heHpKKrCRibu4H4CjNjAD,I Wish You Knew,57jW8WhggnbfKLnKzrfrgc,47,https://p.scdn.co/mp3-preview/dc8ce0242ce86129cb5b5b2637f6da04ed96e872?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Bones,3RGvoMBGhoY43FudUpVvqo,JC Stewart,2TAqN8fwfaKauvviN4pOsv,Bones,2umIONJdwiF43nstu1xtpI,64,https://p.scdn.co/mp3-preview/7e2d8ab2c455868f2fcc2a9de484b56c5cc26465?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Jesus In LA,5i2JGF65pHKSfMEjSMrBC3,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,Jesus In LA,2aygqrnBUbPolcC6H1GUPS,82,https://p.scdn.co/mp3-preview/590ba446b10a2955c178b843e429dca8e8c06eae?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Not Over You,0gr7xzfKDED0mKuv7i5PI7,Conor Maynard,6mU8ucezzms5I2kNH6HNlu,Not Over You,4HNgQRfYsHbjnMn5HSpJJa,66,https://p.scdn.co/mp3-preview/0c8b4240deaeea3b757985af1fa16913e99e7985?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Nothing On You,6kZ3abguPUHM0TVrtlO2Kr,Lily Moore,1SQeTDXO492WB6aFvrntSS,Nothing On You,6pbaswdUATL0b4sU3DyK0o,56,not available
20,nyc (demo),3gJ7ZkEKieFCHHv5rwvCjX,kwassa,7hu7hjmIPOtU1S3D8zfBlw,good life/nyc (demo),5FJ0ztjjpT0kSA7NFx5Yql,41,https://p.scdn.co/mp3-preview/ea2bce23c20c8ef60155e6e188c2f0cb3813eae5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Seven Seas,6vmXmaxmMv69vNskxdWFJx,Curtis Walsh,1skYjCzZNmy9Zjk7mdFgeS,Seven Seas,7EEBJaDByFeEmiEfFrALwC,52,https://p.scdn.co/mp3-preview/8b45ecb0a067312168d4b1754592d8440b005888?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Way To Break My Heart (feat. Skrillex),3QILjG9RQzZBtfSd54zzaj,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Way To Break My Heart (feat. Skrillex),1e0B33rcH0vHHumZofYV3y,55,https://p.scdn.co/mp3-preview/019973614fa762562f662100c315022d5109e2bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Those Nights,4R06uQw0yBQXWmatdIOlch,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,Doom Days,2QzbL1DICo4xZnWr8Sw4fF,68,not available
24,Sorry for Loving You,7pGVO5MSqbM4XNrbEijLJO,Jack Vallier,2wnHlwpI5kZaXQRGq21UNN,Sorry for Loving You,2G6OyMuEbPKo1As3ySDZnP,51,https://p.scdn.co/mp3-preview/30907b2de76386e850d4d5e187bada5ca835b539?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,I Don't Know You Anymore - demo,6QSH5lHbiKxOTqc9WSdi09,Sody,01y8iBZYk8aeNfPsuTVrAt,I Don't Know You Anymore (demo),0oEcktTBdE01o80o1ZSFsO,57,https://p.scdn.co/mp3-preview/579a6a753a202f5e7a55e35cdd725f94c53c4a7b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Cynic,4W09bDNwiPrOURnbwGLI9j,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Cynic,39I84jaXTLnCf2eGowlXmj,23,not available
27,Slow Dance,5FNS5Vj69AhRGJWjhrAd01,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77,Slow Dance,3tnCAhqSU4V0EEgYnrTRuD,75,https://p.scdn.co/mp3-preview/23a45aa698c2ae20a755154c6459ea527f267efd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Obvious,571VNc92B31a5QMcE6eCAO,Adam Rom,4oOcOSicmBDeT6JfIWnCbf,Obvious,1WOAdT3PLWzDVWJpNm7nqF,45,not available
29,What If,6uPvKfUXdKD6pIVoO4rFaL,Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,What If,3coczD0Xkl7liE9cjvqX3R,65,not available
30,It's You,6moU77g9RQyMzHNuKEaQKq,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,It's You,40vQONzvJb6sKejDN3eWza,92,https://p.scdn.co/mp3-preview/1219afc55c445aa7c2776f6389a361a4fb55b570?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Lady,3K1vIE8FlvmEy2oCPLQ1UZ,Blake Rose,7wLyGTO9vUS7ndlq4BvBGe,Lady,6d83Yypl0Vd8oJFeAMLlmP,59,https://p.scdn.co/mp3-preview/4c34a0e3d2367e81fa69dc97ac7b23dac54043e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Let it Be Me,12PJCkZit47Sr3K705SZIm,Justin Jesso,1QDrz3DMMaz3TB1cm0PGDu,Let it Be Me,2TrHCst807agFlmPDgR7Ta,61,https://p.scdn.co/mp3-preview/8d9acb0bc4c62ca4e71e1e4c454910c306e723a2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Best Part of Me (feat. YEBBA),5ug4vqGZ3eisGhY1IsziNX,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Best Part of Me (feat. YEBBA),6Z5DhADmyybfKNdymaPLjB,79,https://p.scdn.co/mp3-preview/9b06d400381716c72ee93e5d1db73b2e21158e96?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,One For You - Acoustic,5WrDwOrl330xJzlj3yLAWZ,Blakey,3cqjRMFHyTEbY3Gq1P7sAl,One For You (Acoustic),4oZlF4IU77TmVHTdJJbPp2,48,https://p.scdn.co/mp3-preview/36123d0b6f48a0cf0090f4edb95817e4d53acfe8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Why Wait,1kCUN3mBLqbO40sen5Rv62,Lilla Vargen,1bYTiIHnxEdBncCHYCfE4j,Why Wait,2ez2etBeYOOZprawEFPl30,24,https://p.scdn.co/mp3-preview/d3482c15cf0dfce0c4cbf820a28c3d76d21b42bd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,The Archer,3Y7MHz19qCg1Pkxridtu1k,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Archer,2mmpvWHLrUjSu5PN763rUu,73,not available
37,Lie,27NaNvlmvOHqTF0VPjuRSD,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,Lie,1qZDkipk2XWaJ6aoEvJwAm,70,https://p.scdn.co/mp3-preview/218700f7fb105c733f712c66367aaf2649f10dce?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,More Than Friends,0WkapTWP1Z1kJqxj2Hjzcl,Mokita,3sKeaby6GMSJWgYueZaSjE,More Than Friends,1Ca83ynDRmxxELqdZnmhPH,61,https://p.scdn.co/mp3-preview/c12009b11498de747b7994d78292190c164629b2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Play It Right,3MkhZZkZ6ui6dIMv9NZ45X,KAWALA,58bHgbHOExsHSOGlf0uUkL,Play It Right,5S3EMhCj6Hs6HA7tEMzqEX,53,not available
40,Wanted,6hLkeOMrhZ2CMLBp2of576,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,Wanted,19xtr8RaBkQNaDaNmXnVDj,83,not available
41,July,5a6pdCHlWS2ekOOQ70QnAr,Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,July,2YQptVBjUJeIOBavD1AyXg,79,https://p.scdn.co/mp3-preview/b772266fa0e6a75c3d73a816f86098c0a96de110?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Takeaway,6wo37KVqFJhtuxPTpLCcfe,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,World War Joy...Takeaway,1JawI0XkEwmQ5Bwef3RMbq,92,https://p.scdn.co/mp3-preview/d6acd39ff853fe8d1fd60603143c60eda0f7f672?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Must Have Been The Wind,1PsMieVYFXrSeXMxuE2SbG,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,Must Have Been The Wind,0A5GgdYeE7UJDnBeXuZWma,76,https://p.scdn.co/mp3-preview/68b70525da23fd56860cf53bd7c4d8429e56f4db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Nostalgic,1pBO9JDqh1y3TbCKEO1OvG,A R I Z O N A,7hOGhpa8RMSuDOWntGIAJt,Nostalgic,1mfUDy3N3YIHDlJp42IKmY,70,https://p.scdn.co/mp3-preview/8bc06c371119076c77c6cc928e4e234943e098f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Lover,0bzbvANY6oETSJLc0wlVGY,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Lover,3rYkgtFOo9AlPaeKTtn6pM,79,not available
46,Finally Feel Good,1QyxXnQXlGqG28syVg3LyP,James Arthur,4IWBUUAFIplrNtaOHcJPRM,Finally Feel Good,6avkPAfv7cjDlQL4Cotd5S,70,https://p.scdn.co/mp3-preview/95494fbdc79e3b91870d31e26ee7a85cce1e064b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Lightweight,4lLTcW4KK2lfP6SzpZSQ9h,Thomston,0VQKssIfRKfSd7IfW3JIP1,Lightweight,53QtdAvZoMZrfwNxqMmBqO,51,https://p.scdn.co/mp3-preview/1ec194160ee3b11b9033e1cb9af7e6599d4628f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Somebody Like U,0LjGPkz2qnkYWvuzBP0KzP,Blue Americans,3opCzUejI73CIE2pZtKtKw,Holy Goo: II,0xl3lz0RmsuGm5NN1o2R5U,39,https://p.scdn.co/mp3-preview/4a05e2bc1df3ecc601995e85bd19113b80961f4b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,The First One,0eQJy4VAW7AkhKIHzXx3jG,Astrid S,3AVfmawzu83sp94QW7CEGm,The First One,6BxGxt7LU2viJ6U2eba5Ix,70,not available
50,I Believe,1vYh9x8UmFTLbXiizk9Qc5,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2,75,not available
51,Heavy In The Morning,1ERPi46mkhiCL5XmTAdZAc,KAWALA,58bHgbHOExsHSOGlf0uUkL,Heavy In The Morning,6jp1isHMWcqdyXJQPc8fML,37,not available
52,Something Better,734x5kcTkpSZpsprjOYDNH,Minke,4fTWIwXX49PpfrhxBHfkkw,The Tearoom,1QK0HHI0VhzbCBvFEDSIG0,52,https://p.scdn.co/mp3-preview/8b67a0c4d2098058b408d90682abb4f38b99a209?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Waste Your Time,5YwxSa50wbOB8bw5jIllgk,Conor Maynard,6mU8ucezzms5I2kNH6HNlu,Waste Your Time,0rKVn3UEXnBe4tEDlNvI8K,55,https://p.scdn.co/mp3-preview/8ec2b3b713daec0a1191db214ac23467ca1b21bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,If I Can't Have You,1YgGg4W1vikLvgOuWiuodv,Navvy,59uIMi3xrGO0kwfy7Zea24,If I Can't Have You,2naKRuL2DZ7AvZDBJvyPBA,54,https://p.scdn.co/mp3-preview/3f1e9c42ca0aa42801d50dfddfa874a5e2385f2a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Come Home,3s4WFywm0QCnOUTmRCACcs,Josh Gray,3lIys0IxVlqJlHJN1LHVOX,Come Home,4eHzzdVXUGQZM4CUFP6Ugm,42,https://p.scdn.co/mp3-preview/3c623560001bc3d937330745d0e71f744f086f3d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Hope,7BIKVXzlUT61p8AMUKpKdn,Balcony,5Jk42C5fwPHCgpyOypW2G7,Hope,5fPefxFELHrlbqzotDpTpZ,39,https://p.scdn.co/mp3-preview/342c8ab8d8bfd99056a48711e2b0192298250c27?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Waste My Time,1f6fIkTpKjUjwmExW2k2tW,Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Waste My Time,2UCr3g97feInYXtl6d84pc,65,https://p.scdn.co/mp3-preview/04cd1afb81b1e65e41da372183a10040dab826e1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Adore You,3CQqY9BxLZE6HmieR7fvNM,Maisie Peters,2RVvqRBon9NgaGXKfywDSs,"It's Your Bed Babe, It's Your Funeral",1sbCW0I7rP05Zyru3gSyiH,56,https://p.scdn.co/mp3-preview/bee9946703d334a01d9d4025733dce0c1c12d92b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Edge of My Seat,3D2YipKkGvQM9n0cIWDXrt,LUME,0Fq3mKaCm9ZtVABzgXeicF,Edge of My Seat,6RwbwqDz1NHFYjm7epVmhu,59,https://p.scdn.co/mp3-preview/ade45b61ce71b2cdb7a5f989f7b18dd6cf32d2e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Vienna,60vvMKmrtndqwNfpyG0HS3,Declan J Donovan,6bh228LGC3eAzbplPWV02r,Vienna,5tFRB0wYMQpEesmxdDHswZ,54,not available
61,Come Home To Me,2K8elWg8ihrZRwZJ7Gy6L3,LÉON,4SqTiwOEdYrNayaGMkc7ia,LÉON,4rH2e0qPw9MrwOSdk9rKNe,68,https://p.scdn.co/mp3-preview/32c5a5e057154dd0dc6c99961c05a63a928ef80b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Love Me Or Leave Me Alone,5UH7c5giPG9RLL1ks5hEJD,Beachwood,58Lr19C9n9aRD7q4OHrEdb,Love Me Or Leave Me Alone,32kBOtJKNAk1pVxMtZYJP1,51,https://p.scdn.co/mp3-preview/081dba58e0a6fedfb4a67d9006cc286ca6f4199e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Unconditional,2Z7UF5qoyCU6Ksnf6aTMOs,Freya Ridings,5pDjmC5mRl7vDJhsjVwNfk,Unconditional,40icOTpSW5lDFI2kyYHEkU,55,not available
64,Where Do You Go,3pil7DXQmpnQcImkoF4wz1,YEBBA,1ooV8YZC1KbpEcrmI8WH0F,Where Do You Go,74SSHu09e4vyHHMGKfw2CL,61,https://p.scdn.co/mp3-preview/870022e7a34f4b3289614707475b7ff8b6586975?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Black & Blue,1Y59TyltHoDl4YK2R3nCRm,Nina Nesbitt,7AzjETXRUKNRSJHMW9GIqd,Black & Blue,6UEjnGUIcJjL2uBZJGD3tt,45,https://p.scdn.co/mp3-preview/94cf3c13557059cff2bd86191d5ac3c1e795658c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Baby I Know,4JJqbtQagIxuemSxtPyMpk,Sam DeRosa,4xOi6SOP1jUoAeSfuPsfx0,Baby I Know,3K7JH5axMmBDQrahe0PoB2,51,https://p.scdn.co/mp3-preview/9375d839effd3e97317ed8bba98ebea7f87a0d66?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,i don't miss u,5CxgoUsj1XQjlW5b2BvOnW,Caro,2HysMkOtaumKooHYAlE7wd,i don't miss u,0C4Uc7mEx0bbtnLbm13erX,62,https://p.scdn.co/mp3-preview/4bf2009402e37fda38409697a804c93965746c62?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Hallelujah,46dLlHs1faMwGvFZP4JMLd,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,Hallelujah,2DLjxNonCb36p93KPqVcZH,66,not available
69,Too Much,4wpQYSyuaEMCoIC5GCdZPR,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Too Much,04LUdHVCTY7dMZe1lO8Dzv,20,not available
70,Keeping It In The Dark - From 13 Reasons Why - Season 3 Soundtrack,2XtL4VAqehOQulLpf1sFVF,Daya,6Dd3NScHWwnW6obMFbl1BH,Keeping It In The Dark (From 13 Reasons Why - Season 3 Soundtrack),34kdsqSo8eVjo29lNLBCRl,71,not available
71,please,0TzeZppPwhEhySYaNRulr9,Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,brent,16mjtcKPxpQ4ajFHmJ0hJC,69,not available
72,Inside Out,2vnocfBFbXPm4g9gsqquXf,Mokita,3sKeaby6GMSJWgYueZaSjE,Inside Out,1KJOwJ0GGbbGPoOPGf0qda,58,https://p.scdn.co/mp3-preview/63a4cb6cfc90ae85e29e4951d74263859a6e1a21?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Easy For You,3f5kqJzwjCjMTxVprKhqt8,GRACEY,7xBGi7Eign0fX7jGQj5KlJ,Easy For You,6q67t3gz2gVAzdq1zPQJrB,46,not available
74,Shameless,3UYiU57SMiAS5LqolhHJw1,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Shameless,2h1p1JzjT9rLJFAFrIkyrm,87,https://p.scdn.co/mp3-preview/ecbe1041a69343d4ec849876b8f3b2aa71b332a3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Falling,7FhxRQ9NmwYikpea46PMAc,Glowe,2RZUpkLcPheIJuXLexerK0,Falling,4kIuH5ikETrA0Z1mwtEEvn,36,https://p.scdn.co/mp3-preview/bd3f75c829e21c95fa5b8ca7c18032300fa8797f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Free Time,0fNLObXT9pvc3VED0oAevd,Ruel,5xkAtLTf309LAGZTbvULBn,Free Time,6b5iXFsc488so2TO4kUHfr,71,https://p.scdn.co/mp3-preview/f8a9ac15e0c92598945e277637253c8ee8c626b4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Easy Loving You (with Kamille),2OcQ3jWdw0k7ehTyE12BC0,SG Lewis,0GG2cWaonE4JPrjcCCQ1EG,Dawn,57TxOlFzG9yvAKEdjjm2yB,55,not available
78,Talk Slow,4T45Mh70gFLu7ggUUFdyOf,Cody Lovaas,7fWrZ2q4fGZAnuCPfgSU52,Talk Slow,7m7vgTgDBs99hojptJCqD1,57,https://p.scdn.co/mp3-preview/787249360018faf6b2237a76a7dfd32da19e4e42?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,Afterhours,0bOLcsauquzlMWdaONJPyx,teamwork.,6YbvyuBTs8JbVj7iyurrJe,Afterhours,2ggT13qZVDONY3QTGENAAb,58,https://p.scdn.co/mp3-preview/277fe7240aba9bcca8accdcf0884b2f31371ee3b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Traveler,4sovHESqbzPWzGTaEqdz5V,Luca Aprile,149gSkst4bm3PyT2CR7lht,Traveler,1JyaswSftcAuXNUD2AQ88g,53,https://p.scdn.co/mp3-preview/719c5475fc462b8d8589c0f3dce4b266aa40e822?cid=fa83a2fec7c440b7a2795d600d6b2c7e
