Los 90 España,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
10,20 de abril - En directo 1997,4bavcis6bApsKI8YkKg3Cx,Celtas Cortos,3hIPQBm8PBt8B5aahP6cVP,Nos Vemos En Los Bares,7L71kEobxeJszx6zWiu5Sz,59,https://p.scdn.co/mp3-preview/bd4f2475b3cbe4855552879a2abd6294681d3ffc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Siete Vidas,1gh0aMZmO6o30LS12lEJWQ,Antonio Flores,6GwZIG7UlxQR6n9kO8QlV6,Cosas Mias,2rqrgczcddiTbZ9Hsf6inT,57,https://p.scdn.co/mp3-preview/e4c333d1920fe6cf769e6be1e236cf93f563ceb4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Aunque tú no lo sepas,2VybHZvsshGs8GpOaB0wS1,Enrique Urquijo y Los problemas,43Q662o1VzhO3xwj97FWxT,Desde Que No Nos Vemos,1pQrDGSI9b3W3ur1XEYhVN,54,https://p.scdn.co/mp3-preview/3bcf0849a45c9bcffb46df2890123f9bf493cd86?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Y Sin Embargo,7v2xvireH6Ba3FREa5wsRP,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,"Yo, Mi, Me, Contigo",0C4Nm6vpiyldyOKNAESuSI,55,https://p.scdn.co/mp3-preview/d6af29d861a6dc51c8d402758ef0de99c688947a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Ojos de gata,3AWefROgvMxXeT7nS1g94l,Los Secretos,2KEDbpUlz9nwtGywHT4gyf,Adios Tristeza,4SEXKPAgYQVSE3PxNM9lfC,53,https://p.scdn.co/mp3-preview/3812a668258c76990ea06bca4347f8bd75e6c1cb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Bailar Pegados,4QkQmdvFjEVvjc1ONi6t6N,Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,Sintiendonos La Piel,4Zq9UhyMTcrEhvQx0Gm2TX,61,not available
16,Alba,6uojMoKuVkIVEeqH4JCBAr,Antonio Flores,6GwZIG7UlxQR6n9kO8QlV6,Cosas Mias,2rqrgczcddiTbZ9Hsf6inT,51,https://p.scdn.co/mp3-preview/af740b8d88435275e81109e99a296effea1981db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Amores de barra,2fa3F4PVj2GR5SbcIMI65Y,Ella Baila Sola,6xvRfsmnwd0qcDUomtlmAt,Ella Baila Sola,7bxkE1uwNfUmBpDPyhHh2R,56,https://p.scdn.co/mp3-preview/b77c4d23edeae211e9949601644c19ed3b6fbf65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Por el Bulevar de los Sueños Rotos,7KcFlbQmzhVczGMor3Fhr9,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,Esta Boca Es Mia,5PRLhyzly43RBl6ZAeydzk,61,https://p.scdn.co/mp3-preview/4a27cb2a1b642c290afcd7542a70853651583f62?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,A San Fernando un Ratito a Pie y Otro Caminando,740Rh302Wm6uHRsYTa4KDQ,Manolo Garcia,4eBTqTx5ssOK5YwmijmfU4,Arena En Los Bolsillos,0bFrRKmqzgPqL1ej485WLf,58,https://p.scdn.co/mp3-preview/b43a0fd2653c069a19da15ee28a8f4d6fa2691be?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,El roce de tu piel - En directo 1993,5SqRXRIG9xgixPAkqBgGs0,Revolver,0U5P1naxYkkOsbHIGkVU9c,Revolver Basico,3jQiTcA6bMtTSdkn46mnV1,51,https://p.scdn.co/mp3-preview/6e350af2f2da249517f5c06c0b4f24f312b7a869?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Sangre Española,1gsPpI8D9cHgW94UoQb2YH,Manolo Tena,7gyFPwPjI8N3wIyTghT7xw,Sangre Española,5zxmB6YX00cokDUcPynuTw,49,https://p.scdn.co/mp3-preview/c90da02079c611a7489b130793e216059e1c5012?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Se Dejaba Llevar Por Ti,1RIwbR2FlqiWLr3tFp9w1W,Ketama,5s9GgX51pD0YhcsQRSYlpF,De Aki A Ketama,0Gw8HKoLK67806LLeSAJT7,52,not available
23,Y Nos Dieron las Diez,1eCie6lwjb4crxeAvkRaSi,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,Fisica Y Quimica,6MeLjaERUK6fJ58YZpPlyC,64,https://p.scdn.co/mp3-preview/82fa5013990aafc8196ffadfb79654301fa9583f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Solo Le Pido a Dios - En Directo,2nlqpnAzHv9Xevin3kEAk3,Antonio Flores,6GwZIG7UlxQR6n9kO8QlV6,Esencial Antonio Flores,2tJ9CY3BGUdY8J3J52huZG,39,https://p.scdn.co/mp3-preview/d21004f1d2c325886f5a797085e2da436f4c859a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Todas las flores,3tiEqRIKJxAxCqGFQt8k4r,Presuntos Implicados,7DC1oixQ38ba8Lyk47RlS5,Siete (REMASTERS),5o6atj5PpkmHdo3B33zQz6,45,https://p.scdn.co/mp3-preview/cf074fead38bcdc4e02100a9be3c0e6b322ec4ba?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Llamando a la tierra - Serenade From the Stars,7M65iLprqQ9UJNqer4g6AM,M-Clan,4oVqMVHC03xnYJ7fyb1dh6,Usar Y Tirar,3vqfArwNlflN3NtNTJINqF,58,https://p.scdn.co/mp3-preview/8276a4b130aa850b1c0e1a296aa945e63604fab4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Una Rosa Es una Rosa,0uFWKpWbWTpttXBUB6UG3U,Mecano,5BMgsAFg8rZQc3tqs5BB8G,Aidalai,3iqLmq2Dz7VWht6WznRsQe,53,https://p.scdn.co/mp3-preview/70ca1d3bf1791928f44fec010b72b917dfa542de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Quiero beber hasta perder el control - 94,5To4HvIwNH9gsiDPenMY9A,Los Secretos,2KEDbpUlz9nwtGywHT4gyf,Grandes Exitos,0skEDEdGkKIp8vLFHgJaAM,42,https://p.scdn.co/mp3-preview/408c2e0a8515ca84fd36d6c689ba097f55e405e1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Galilea,1V7FkKnkA3Gq1fkGayioSI,Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,Sintiendonos La Piel,4Zq9UhyMTcrEhvQx0Gm2TX,46,not available
30,Veneno en la Piel,4oCGALJSQZxLnsnPPgShln,Radio Futura,4qKJA8Cf8R44cMThP6q8KM,Veneno En La Piel,5494a8BNRIElBxQmoWpo8O,60,https://p.scdn.co/mp3-preview/9126f80e1d312284d70d9613ebf32a9fa3af1dfa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Lo echamos a suertes,1EBYkBMIU9nWRCLsot4DN2,Ella Baila Sola,6xvRfsmnwd0qcDUomtlmAt,Ella Baila Sola,7bxkE1uwNfUmBpDPyhHh2R,57,https://p.scdn.co/mp3-preview/ab56bd2f9a06f1d0445d59a8b8abc46dadf5106a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Rojitas las orejas,42R5irny7qThOYUThAL7VW,Fito y Fitipaldis,1tZ99AnqyjgrmPwLfGU5eo,A Puerta Cerrada,5oEdjJV5w3M9Odc7y2pWS1,57,https://p.scdn.co/mp3-preview/ad3d7e4bf90235cfe5e19c959a161fc92bd77adc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,A fuego lento,7nK3q1GgJDxlWfCwtiLV5a,Rosana,5ttV0N9HvMH3KLqNKcS2M0,Lunas rotas,3iZk2FY3YtnSNjx06Ft8Xg,65,https://p.scdn.co/mp3-preview/0340a1d0e3f21ff449757bad7fd5ae5b20e868d3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,¡Que Bonito!,1MO5KuLnSaY1dlkWGDjHkT,Rosario,05xSLrRgGwm2nCH2SmnNMW,Mucho Por Vivir,4lqmri54Jap1lOS7FthZrh,66,https://p.scdn.co/mp3-preview/ccb04d23465f00bf707944d853d930c737661fcf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Entre mis recuerdos,6Z8Q8zSG6xpIKAyH0Z77wb,Luz Casal,1HUbv0v2f9HNE6qIbB35El,Como la flor prometida,6MtEj11uhuk1uNP1RAOyxz,58,https://p.scdn.co/mp3-preview/1f1d753c95e777ca96f26bbd1fc88739673de7f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,La Cosa Mas Bella,1EZypwk0xcj64ZLAglhLs2,Eros Ramazzotti,61J0BktHv7PuP3tjTPYXSX,Donde Hay Música (Spanish Version),49oNMRzQcMBCqiz03JOQqq,67,https://p.scdn.co/mp3-preview/fec2775691a9bede76288c6c01b88d68672514a5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,La Lola,5hyq5k3Do9gW3HGvDg5ZEJ,Café Quijano,2ECP3nWC88LaFz4oQzTo3Z,La Extraordinaria Paradoja Del Sonido Quijano,5PvhfeSnVId3ZknKo9ztID,66,https://p.scdn.co/mp3-preview/3314924ca5e4b32b0561d811264fabab97542fd5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Sin Documentos,6eOT73H5zfEwTCe1Y0FDCc,Los Rodriguez,3XkJyJgJDxnjdQgH0zfT8K,Sin Documentos,1o4bpii08vZJWZUAmn6H1t,8,not available
39,Es por Ti,3NP8zp1RvnblXNsYiZrjd9,Cómplices,4VIU80QkcrMEdKoiWmnWvr,La Danza De La Ciudad,44adPKDzweqAm43dx0zyIf,56,https://p.scdn.co/mp3-preview/7c16d5144e206a14a034b904e65267c06dc3ecaf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Tu noche y la mía,6dF2SE1eyGOaXX2pNQn22h,Revolver,0U5P1naxYkkOsbHIGkVU9c,Revolver Basico,3jQiTcA6bMtTSdkn46mnV1,42,https://p.scdn.co/mp3-preview/5b01e73f75132a3631c5c069b20019c9f85d5603?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Bonito Es,3F7LwUGXeXIm7Br3QCxvd5,Los Sencillos,4tckU58lAHcyNaWWswLubb,Doctor Amor,2ll1b7hDO1Js4I9cMukxBx,45,https://p.scdn.co/mp3-preview/ba0549e6ee36e40fd2e01c27711adfbfd1fb1f55?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Voy en un coche,4SnU0W6LY2CD4iH5vb4kgQ,Christina y Los Subterraneos,37VCh7nhSDrULox2fOnBoU,Que Me Parta Un Rayo,6erY8dgTTxjdsX5yBnsYwU,50,https://p.scdn.co/mp3-preview/4b461552dcfe7ee14d1d309b6d814c4ccee13777?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Cuerpo de Mujer,39yn0nh7hF4gAsOfHc6TGx,Antonio Flores,6GwZIG7UlxQR6n9kO8QlV6,Cosas Mias,2rqrgczcddiTbZ9Hsf6inT,42,https://p.scdn.co/mp3-preview/7c990fd4efb6d1462b91e93278292bb108c50d32?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,La flaca,1MrZ8hGkUWMmT816wPaMgE,Jarabe De Palo,5B6H1Dq77AV1LZWrbNsuH5,La Flaca - Edición 10º Aniversario,52SGUmWz4rcauYwTKIJzBp,69,https://p.scdn.co/mp3-preview/de8001a943205b7ac3ebc910633a5e67421e2c41?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Si es tan solo amor,02MahX3ZEDqQI8akhisqOc,Revolver,0U5P1naxYkkOsbHIGkVU9c,Revolver Basico,3jQiTcA6bMtTSdkn46mnV1,46,https://p.scdn.co/mp3-preview/b02e9449c85d68daae0510474523375317bf3a95?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Amigos para Siempre,6PfQB3xEbIlky1dXOb3Yyh,Los Manolos,4WsE6jJORlwp3OcAWkCUrj,Dulce Veneno,103iVGOwBBlDcdrRmORWDH,54,https://p.scdn.co/mp3-preview/5c3758e3209f64cf07ed0e6905d76d5dc3cf7a32?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Otro Día Más Sin Verte,7i38EXhbFJjF5tGvTsJMmx,Jon Secada,10n1KB2sjTrGdyuC83y8jW,Jon Secada,1duV6ATgfQWMvjNyfHmxZL,63,not available
48,Si tú no estas,7CX6W4Mf98wMgX0izqRpAl,Rosana,5ttV0N9HvMH3KLqNKcS2M0,Lunas rotas,3iZk2FY3YtnSNjx06Ft8Xg,63,https://p.scdn.co/mp3-preview/c271c0df268e6f95c5b624f5376d445c38ff244e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Flaca,1p7m9H4H8s0Y7SgRm7j3ED,Andrés Calamaro,3tAICgiSR5PfYY4B8qsoAU,Alta Suciedad,44D07i1Lk0zFtWHRARMih6,74,https://p.scdn.co/mp3-preview/1d8b25d233f792654ab1e5592926c7451d94bbb1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Cosas de la Edad,0wkQHjULGZeZC15hOl9jl4,Modestia Aparte,6yPTzaskdKAAlLMdnw9IkM,Cosas de la Edad,3TcV1WTHsED3nPBILq8ini,48,https://p.scdn.co/mp3-preview/c57cac993d18f6453063f814c5818d032a595d2f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
