Los 80 España,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
14,El Mundo Tras el Cristal,1VHM7HjNxtZkApy2EabI4e,La Guardia,5UYbCAN2H4Yr4f46tN5AeD,2 En 1 - Vamonos - Cuando Brille El Sol,1hQmICC4YS92qv5flhbNYs,52,https://p.scdn.co/mp3-preview/b7dde493ba582c1abe77634d5a9140eb0ad6b199?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,El calor del amor en un bar,4EGEeuaeyL4JK6N6EOb4vf,Gabinete Caligari,112QHbB1xApqwVJR6n20xy,Los singles,4dNRhNZ1IkA5iGW5zFCLDk,40,https://p.scdn.co/mp3-preview/d021ee3e969cd562edc26fdc98c428ef4c58c966?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Santa Lucia,4rOf6mtF2MpDwWipaila0L,Miguel Rios,1dpnxi6xgoB2kaRYnnoatZ,Canciones De Amor Para Tiempos Dificiles,1HITxEQK7ac082gDH7ynDR,59,not available
17,No me importa nada,77eDrs7w2utSdbBdpbefol,Luz Casal,1HUbv0v2f9HNE6qIbB35El,Luz V,495PNGzppo3wT27Em5Yy8o,56,https://p.scdn.co/mp3-preview/409026af47f1bbb35dfb0195facaf846edc5987f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Mediterraneo,6QBLmxP1tU6lw1dhKQulau,Los Rebeldes,5xL4xxrHU7qleELxk85vAo,Mediterránaeo,7CZDkvrW1btWAv7oV0Sl3o,54,https://p.scdn.co/mp3-preview/8a246296729b7bba4081a4090fdffaa4df3180fe?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Hoy Puede Ser un Gran Dia,5YxgSArh0FDP0CEDuZcYnC,Joan Manuel Serrat,1t7t8q4zoYHp22JLIx3FM7,En Transito,2OlJAOxMhMBR7wfS5CkfwJ,48,https://p.scdn.co/mp3-preview/5f4e3911b520d10779bca8d7a34e85eae561b76c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Ni tú ni nadie,7LpS82vPDLgZAHWRtWBBRj,Alaska Y Dinarama,2mDlFcPtgXtLF1gEshEInh,Deseo Carnal,0WCUpdYXsvpM8Bed8w4vQF,64,https://p.scdn.co/mp3-preview/0fb52c0b7e0ba4914bcb634fbcf5df4c92a87a9d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,El Ritmo Del Garaje,2VIzHaFXpUB7lMtXmaZZ4N,Loquillo,5Fv0DQ1ZBuc2DlidtOUCZr,El Ritmo Del Garaje y Dónde Estabas Tú En El 77.,0kGhcJ4eaHTbYjv4tbhCjN,1,not available
22,¡Chas! Y aparezco a tu lado,1eRgClFGphd2MgpyIBsbfS,Alex Y Christina,0KCH1PXlG8girK5UrHIA4y,Alex Y Christina,2gFaLEkHmpAGoNcBvxZ47o,51,https://p.scdn.co/mp3-preview/8b3d00e589396b9acfc43057699a48abd51d8073?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Bajo la Luz de la Luna,2hfv8QRES8BwT49kO0Hhmd,Los Rebeldes,5xL4xxrHU7qleELxk85vAo,Mediterránaeo,7CZDkvrW1btWAv7oV0Sl3o,45,https://p.scdn.co/mp3-preview/bc0854600582d0d9c5ebc192ae12b716ddf2036b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,La culpa fue del cha-cha-chá,4v2WZwihAzu0RZFUMl4y8l,Gabinete Caligari,112QHbB1xApqwVJR6n20xy,Privado,75vFVCLOnOhkGvIOp7laB7,45,https://p.scdn.co/mp3-preview/7bf59e3ff48c06868e82e7515efca22f74f1cbae?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,A quién le importa,3Qa1r7Ii95K0A9Gerh4dKS,Alaska Y Dinarama,2mDlFcPtgXtLF1gEshEInh,The Platinum Collection: Alaska,7qwvrBicEWpZWYRoWvM8OA,56,https://p.scdn.co/mp3-preview/a649665fd98a04f6cb56de18b2325e05ab2be645?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Aire - Remastered,3QiRtWfWlZtLz43VbJRiEm,Pedro Marin,3Lro9ZSn1oz639uXUPjQdV,Todas sus grabaciones en Hispavox (1979-1986) [Remastered 2015],526a8VvekJ5SyPslkNycvd,42,https://p.scdn.co/mp3-preview/1481fca571dd77f8f9545bf7631689ce43b4da6c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Asi Estoy Yo Sin Ti,345wiXlfRlPPmZE9qOLpcq,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,"Hotel, Dulce Hotel",4UBv7VLi5eBakkBymrMCN4,50,https://p.scdn.co/mp3-preview/d0504af02e99417cb8697184a9b5f7b42024ef65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Enamorado De La Moda Juvenil,43d4GHeS2lfZOdgGE49NPA,Radio Futura,4qKJA8Cf8R44cMThP6q8KM,30 Años De La Movida,2X7cAMJg3sTureGBixd8VB,46,https://p.scdn.co/mp3-preview/cd493c9e6da1b59c20b7da29579403658efe6167?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Esos ojos negros,13MV4IsrVMUmGzuqz0T6oK,Duncan Dhu,2MLHBMApNE5h8wIufiTPs7,Canciones,42Gjhf7f1h2dKvWTKDHd90,42,https://p.scdn.co/mp3-preview/1f3ae8053f79137d0b95daffe9300793c7e372a0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Eloise,6M6UYA5dPuu4kcOb7Y9x3q,Tino Casal,3PWELXN8Bl961nrQGPVk3u,The Platinum Collection: Tino Casal,6Xh8LcYMTJQfB6wKDFw90M,49,https://p.scdn.co/mp3-preview/eca53d80c384179fa213e33e86cf2e151e00dae5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,La Puerta de Alcalá,6QiLjKjMtPqoNdIlbqiIqv,Ana Belén,4NOZW7dBOmBMMAG9EGQd4t,Esencial Ana y Victor,5PqWboO8JlSZ2OGBlJGBBn,42,https://p.scdn.co/mp3-preview/3fd9f4a686e4462763236d0eaf5edebbe3c27128?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Corazón de neón,5zAnoLd8d4ssifVCnSDrwG,Orquesta Mondragon,6d7LEKCmi5168sop16K9oI,Viaje Con Nosotros A Través De 21 Exitos Feroces,1zFPrHua1e0a3dePXw3cGj,50,https://p.scdn.co/mp3-preview/742ab4dfe85404de3bbeec8d5bddc48df56f2a6d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Yo Tenía Un Novio (Que Tocaba En Un Conjunto Beat),5Ilb5x703muHwYfrL8bIT3,Rubi,3510DsTIfnfwEQeCqZ9F9T,Todas Fueron Buenas Chicas,0zSMf2hD26WAc8hZPivsB3,38,not available
34,El rompeolas - Remaster 2017,0sX3XmiVd8BAIh6kqiCk9Q,Loquillo Y Los Trogloditas,4EM1gc21UrYHQ3eal963Xl,Morir en primavera (Remaster 2017),2Z1e7MY9FPehW4kCIVtkl6,51,https://p.scdn.co/mp3-preview/e9703621d29dff64a3f08f2112a4836786c5880f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Groenlandia,4fecwWpiLBXPEt4h5g0M0n,Zombies,6ux3PhdqQ1cP8LZOpUvihc,Groenlandia,4HrsNxHmoNsdvp3zrCnSdz,43,https://p.scdn.co/mp3-preview/da027b27595ca7d69176dd741e8d65ca7a8c8b20?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Princesa,0C1OcBOsuFmFFGkh3FWIGG,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,Juez Y Parte,1hRchXbVPTu1YgyzdkR7XS,50,https://p.scdn.co/mp3-preview/e0b244d0da16b972aa810809ab7569c1b04dcfbb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Que Hace una Chica Como Tu en un Sitio Como Este,4kYdaN5ECfrCPPuUUiCiTr,Burning,5nhDsJ4yNy8BD4LbGMsb1v,Burning (Singles Collection),1mq9A7RUXMO88fontI2jCN,50,https://p.scdn.co/mp3-preview/7a070333d9b25b996660f7446376a57950ab34ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Espiando A Mi Vecina,1XOqhF3MIzz6pzJzRpZo29,UN PINGUINO EN MI ASCENSOR,4A8tbqw9C0qukEXNuio2iN,21 Exitos Sin Fecha De Caducidad,4coYlkgMaToqLshFcngqtr,34,https://p.scdn.co/mp3-preview/ea094965a8568f062ddbed6c34d9c4a9dfb62d41?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Bourbon,2954edpplwlieVsvYayZZh,Dinamita Pa Los Pollos,44Nh1bmSzhivHlENPfVurl,Los Mejores Años De Nuestras Vidas,5py4Rffz1UdgKkePbNnWAw,40,https://p.scdn.co/mp3-preview/5d9a4516e2068f4705b63915eac50e049d6f0b05?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Sevilla,5E48mFtui4eFEsEMzXXXqy,Miguel Bosé,7mWCSSOYqm4E9mB7V4ot6S,Bandido,29QmPdVjXD0c5DpS4U51di,41,https://p.scdn.co/mp3-preview/acb33c9314c0477b85bf193b9f7101240e338cff?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Como una Ola,1gNXYvLc14OmqK6gSJKLUM,Rocío Jurado,1FlYevYLENR3IMgMlnMvf9,Coleccion Original: Rocio Jurado,2z7fXV5xBlpkmfnqe5b7D4,50,https://p.scdn.co/mp3-preview/3bee855dca2ad63e97de32f0863cc6ccb9f8e27b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Una calle de París,1nLOdVT581H7SA0ttCZRF9,Duncan Dhu,2MLHBMApNE5h8wIufiTPs7,El Grito Del Tiempo,53ysLjWIelVJ47Si7ouHB3,49,https://p.scdn.co/mp3-preview/51a02a5268ecfb22e3b2461da037377aa86f6bbb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Tu frialdad,2yIA0L0drNsmtvHIx4WjyO,Triana,5hlBb5u8K5D8yrL8jwZ7N9,Una Historia,3LpcKmwuLKIpTsXBWFFEs4,39,https://p.scdn.co/mp3-preview/59f03eff33eb6434adebf5855d8922129faedce2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Pandilleros,1dfyGDe87lHmmN8OMASyVa,Dinamita Pa Los Pollos,44Nh1bmSzhivHlENPfVurl,Purita Dinamita + No Molestes Pa' Cuando Esta Trabajando,5UWZQ6J8GO2h2IwHujdbiF,40,https://p.scdn.co/mp3-preview/0267bf2efabc4ffed64de2982a2948053f7e54b4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,El Limite,0NFcUhw2uKzX0zqH81tWOu,La Frontera,4WeIMVqCUH09dxtBsstIw3,La Rosa De Los Vientos,51ohZ4F4nZ40R8eGyK7tZT,52,not available
46,Embrujada,6udZus2RwDVhD3zateRfFy,Tino Casal,3PWELXN8Bl961nrQGPVk3u,Grandes Exitos (Etiqueta Negra),46ao7WvD5pQIBv3ytjhiFj,48,https://p.scdn.co/mp3-preview/b45f73604324329b676164a02bf412d9179e2a3d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Bienvenidos - Live,0bkUkbJ1nEalT9uPKFP3Vc,Miguel Rios,1dpnxi6xgoB2kaRYnnoatZ,Rock & Rios (Remastered),5fstCqs5NpIlF42VhPNv23,1,not available
48,Agradecido,7F5AYZAPcNE9rIpCCHFEeh,Rosendo,0P4FkbP57uc9XBnJ9aoA3N,Loco Por Incordiar,3hj77nYJUvYUpGtZv8JPvB,50,https://p.scdn.co/mp3-preview/b0b29bac52e1140d7471f2e29d8389cdc234974b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Chiquilla,4eJikwHYHJ3yMg1tvS1Mom,Seguridad Social,5UbMQUFrcJdDstPCza7y0B,Que No Se Extinga La Llama!,100SajoSYlozWJ2wRFKob3,57,https://p.scdn.co/mp3-preview/89bd34d32cf921d544d433e8ec46adad4694b6c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Dime Que Me Quieres,2IofpcCv3PjgZ5AjX446fi,Tequila,6stZWw6L5Sjy5m7OdUR3rO,Viva Tequila/New Booklet,3ovUVxowHnFWTGx0KyYnBk,51,https://p.scdn.co/mp3-preview/acbb29ae21e15e1c5bc2ff541fda8945652e0659?cid=fa83a2fec7c440b7a2795d600d6b2c7e
