Merge 2015,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
Pos.,Name,ID,Name,ID,Name,ID,4,mergerecordsofficial
1,I Don't Mind,2GcK7IGK8fxfkyO8S8nRSJ,Twerps,4vkIW79PRnJM8PNylIMTQB,Range Anxiety,7HvsEhwXQhIGSa07bpyBmp,22,https://p.scdn.co/mp3-preview/0f64ac0420ae55d977aa3bc4ee189e98ec5888af?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2,Back to You,7kYmHyIdJuHal551LnZuGC,Twerps,4vkIW79PRnJM8PNylIMTQB,Range Anxiety,7HvsEhwXQhIGSa07bpyBmp,30,https://p.scdn.co/mp3-preview/836bf93cf370a0826c329b23b999724a06ce42cb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3,Simple Feelings,1s48OStuuHGNufdC3aRoXf,Twerps,4vkIW79PRnJM8PNylIMTQB,Range Anxiety,7HvsEhwXQhIGSa07bpyBmp,18,https://p.scdn.co/mp3-preview/2cc61245106c463be80fd674282389a956400ef8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4,Southern Grammar (Live at WXPN),0LKmKEav6XXht5s1k9r3Y5,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,Southern Grammar,4POcXHLmnpD7FDe3bvTLL3,20,https://p.scdn.co/mp3-preview/6d89e4bb95c4e6bddaa48ad4196d494db64f233c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5,He Wrote the Book,5ECHdoRdnZL9Ghrf3l2DUv,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,Southern Grammar,4POcXHLmnpD7FDe3bvTLL3,22,https://p.scdn.co/mp3-preview/5780293df6eb357c67d7ce25dc5d0baef77aac04?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6,Anna,5YjVfddndN09rKM5tlq9b6,Will Butler,1POwuKLQ9xhMZzIYElNtWp,Policy,3skSkUIi340Fp7KzUAxTBW,41,https://p.scdn.co/mp3-preview/0feab0eb9b7da35ab782412a3fa0ab98384f63ca?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7,Take My Side,6v4zAuJTlszNdKrbbnEFu8,Will Butler,1POwuKLQ9xhMZzIYElNtWp,Policy,3skSkUIi340Fp7KzUAxTBW,20,https://p.scdn.co/mp3-preview/7d1975547ea10f553dfaa6be79fbebc63f594d93?cid=fa83a2fec7c440b7a2795d600d6b2c7e
8,What I Want,0AK6pkIvTHfJmYUILlENGs,Will Butler,1POwuKLQ9xhMZzIYElNtWp,Policy,3skSkUIi340Fp7KzUAxTBW,20,https://p.scdn.co/mp3-preview/121fc514752ddde66445610539559d916119dd33?cid=fa83a2fec7c440b7a2795d600d6b2c7e
9,Can't Do Without You (Extended Mix),2a7hLBYXyhaR6bWnj2FI2p,Caribou,4aEnNH9PuU1HF3TsZTru54,Our Love (Expanded Edition),7k7LfcXJsRSWzzlNb3zjDC,31,https://p.scdn.co/mp3-preview/716895b4f3abd10f39f7beeb2c6bd7e01958f929?cid=fa83a2fec7c440b7a2795d600d6b2c7e
10,Mars (Head High's Venus Remix),6PquYjllioGaKzpaXYtJIB,Caribou,4aEnNH9PuU1HF3TsZTru54,Our Love (Expanded Edition),7k7LfcXJsRSWzzlNb3zjDC,20,https://p.scdn.co/mp3-preview/ebbdd441d5771f5b7eb53459e2a23d9c414b1702?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Our Love (Daphni Mix),3Girx7DMp4KRGzWCyeNWr8,Caribou,4aEnNH9PuU1HF3TsZTru54,Our Love (Expanded Edition),7k7LfcXJsRSWzzlNb3zjDC,21,https://p.scdn.co/mp3-preview/a60dc1249739377b5822c8e107c303f3ee9f5d65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Box Batteries (Single Version),0GXWgAZ3ahLnHAynWPPN9v,Mac McCaughan,3pLUCmcxLXGeLoYI5rw3O4,"""Box Batteries"" b/w ""Whatever Light""",5bdVtDFzXDttXTZfw9JRiR,1,https://p.scdn.co/mp3-preview/43c960868e1afcfa6a08825184d9d52c6bb4d749?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Whatever Light,3MNZXp4ww0ZzJDsATdKO28,Mac McCaughan,3pLUCmcxLXGeLoYI5rw3O4,"""Box Batteries"" b/w ""Whatever Light""",5bdVtDFzXDttXTZfw9JRiR,1,https://p.scdn.co/mp3-preview/60ef55ce33a8288f10a23dd1b6412b8a219eab1f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,The Legend of Chavo Guerrero,7hyfYgXMS5BumjAjY98Xoe,The Mountain Goats,3hyGGjxu73JuzBa757H6R5,Beat the Champ,7HWC61Sl93gYdBqCV5EIka,40,https://p.scdn.co/mp3-preview/cbc08fc3848b7eda2c12f9560e5a5e50c3d2fe1c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Foreign Object,4rLLO47FTsKBwNILP9rMYI,The Mountain Goats,3hyGGjxu73JuzBa757H6R5,Beat the Champ,7HWC61Sl93gYdBqCV5EIka,36,https://p.scdn.co/mp3-preview/a785f27ad7109b046c59cc944f1f1a95dcb70a30?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Heel Turn 2,3Tar9LuKp0dx6nOefqqRMv,The Mountain Goats,3hyGGjxu73JuzBa757H6R5,Beat the Champ,7HWC61Sl93gYdBqCV5EIka,39,https://p.scdn.co/mp3-preview/1443a7d0d0d00db0aeb4b8d32dbc03e5a24ae6fa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
