Los 90 España,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
10,A fuego lento,7nK3q1GgJDxlWfCwtiLV5a,Rosana,5ttV0N9HvMH3KLqNKcS2M0,Lunas rotas,3iZk2FY3YtnSNjx06Ft8Xg,64,https://p.scdn.co/mp3-preview/0340a1d0e3f21ff449757bad7fd5ae5b20e868d3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Alba,6uojMoKuVkIVEeqH4JCBAr,Antonio Flores,6GwZIG7UlxQR6n9kO8QlV6,Cosas Mias,2rqrgczcddiTbZ9Hsf6inT,50,https://p.scdn.co/mp3-preview/af740b8d88435275e81109e99a296effea1981db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Y Nos Dieron las Diez,1eCie6lwjb4crxeAvkRaSi,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,Fisica Y Quimica,6MeLjaERUK6fJ58YZpPlyC,64,https://p.scdn.co/mp3-preview/82fa5013990aafc8196ffadfb79654301fa9583f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Entre mis recuerdos,6Z8Q8zSG6xpIKAyH0Z77wb,Luz Casal,1HUbv0v2f9HNE6qIbB35El,Como la flor prometida,6MtEj11uhuk1uNP1RAOyxz,58,https://p.scdn.co/mp3-preview/1f1d753c95e777ca96f26bbd1fc88739673de7f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,La Cosa Mas Bella,1EZypwk0xcj64ZLAglhLs2,Eros Ramazzotti,61J0BktHv7PuP3tjTPYXSX,Donde Hay Música (Spanish Version),49oNMRzQcMBCqiz03JOQqq,67,https://p.scdn.co/mp3-preview/fec2775691a9bede76288c6c01b88d68672514a5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Bailar Pegados,4QkQmdvFjEVvjc1ONi6t6N,Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,Sintiendonos La Piel,4Zq9UhyMTcrEhvQx0Gm2TX,61,not available
16,Amores de barra,2fa3F4PVj2GR5SbcIMI65Y,Ella Baila Sola,6xvRfsmnwd0qcDUomtlmAt,Ella Baila Sola,7bxkE1uwNfUmBpDPyhHh2R,56,https://p.scdn.co/mp3-preview/b77c4d23edeae211e9949601644c19ed3b6fbf65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Aunque tú no lo sepas,2VybHZvsshGs8GpOaB0wS1,Enrique Urquijo y Los problemas,43Q662o1VzhO3xwj97FWxT,Desde Que No Nos Vemos,1pQrDGSI9b3W3ur1XEYhVN,53,https://p.scdn.co/mp3-preview/3bcf0849a45c9bcffb46df2890123f9bf493cd86?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Por el Bulevar de los Sueños Rotos,7KcFlbQmzhVczGMor3Fhr9,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,Esta Boca Es Mia,5PRLhyzly43RBl6ZAeydzk,61,https://p.scdn.co/mp3-preview/4a27cb2a1b642c290afcd7542a70853651583f62?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,El sitio de mi recreo,2tkMVjFwDzUCG3ulmz3fCb,Antonio Vega,0r4YtlmJPQk1xhiVKHuPeF,Canciones 1980-2009,07JZVPABSbkGmTHDHDCt6u,55,https://p.scdn.co/mp3-preview/9e20849a987928bca004fe3d3e03276b89876a57?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Una Rosa Es una Rosa,0uFWKpWbWTpttXBUB6UG3U,Mecano,5BMgsAFg8rZQc3tqs5BB8G,Aidalai,3iqLmq2Dz7VWht6WznRsQe,53,https://p.scdn.co/mp3-preview/70ca1d3bf1791928f44fec010b72b917dfa542de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Se Dejaba Llevar Por Ti,1RIwbR2FlqiWLr3tFp9w1W,Ketama,5s9GgX51pD0YhcsQRSYlpF,De Aki A Ketama,0Gw8HKoLK67806LLeSAJT7,52,not available
22,20 de abril - En directo 1997,4bavcis6bApsKI8YkKg3Cx,Celtas Cortos,3hIPQBm8PBt8B5aahP6cVP,Nos Vemos En Los Bares,7L71kEobxeJszx6zWiu5Sz,59,https://p.scdn.co/mp3-preview/bd4f2475b3cbe4855552879a2abd6294681d3ffc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,A San Fernando un Ratito a Pie y Otro Caminando,740Rh302Wm6uHRsYTa4KDQ,Manolo Garcia,4eBTqTx5ssOK5YwmijmfU4,Arena En Los Bolsillos,0bFrRKmqzgPqL1ej485WLf,57,https://p.scdn.co/mp3-preview/b43a0fd2653c069a19da15ee28a8f4d6fa2691be?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,¡Que Bonito!,1MO5KuLnSaY1dlkWGDjHkT,Rosario,05xSLrRgGwm2nCH2SmnNMW,Mucho Por Vivir,4lqmri54Jap1lOS7FthZrh,65,https://p.scdn.co/mp3-preview/ccb04d23465f00bf707944d853d930c737661fcf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Es por Ti,3NP8zp1RvnblXNsYiZrjd9,Cómplices,4VIU80QkcrMEdKoiWmnWvr,La Danza De La Ciudad,44adPKDzweqAm43dx0zyIf,56,https://p.scdn.co/mp3-preview/7c16d5144e206a14a034b904e65267c06dc3ecaf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Flaca,1p7m9H4H8s0Y7SgRm7j3ED,Andrés Calamaro,3tAICgiSR5PfYY4B8qsoAU,Alta Suciedad,44D07i1Lk0zFtWHRARMih6,74,https://p.scdn.co/mp3-preview/1d8b25d233f792654ab1e5592926c7451d94bbb1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,No Dudaria,7gD2QkknRa4ZvlRVyU6ZO0,Antonio Flores,6GwZIG7UlxQR6n9kO8QlV6,Lo Mejor de Antonio,5MNMIC5qrwu3O05iPZgkYw,54,https://p.scdn.co/mp3-preview/b94046669ccb2595cbd45967b8ac97ec95d4bc00?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Llamando a la tierra - Serenade From the Stars,7M65iLprqQ9UJNqer4g6AM,M-Clan,4oVqMVHC03xnYJ7fyb1dh6,Usar Y Tirar,3vqfArwNlflN3NtNTJINqF,57,https://p.scdn.co/mp3-preview/8276a4b130aa850b1c0e1a296aa945e63604fab4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,El roce de tu piel - En directo 1993,5SqRXRIG9xgixPAkqBgGs0,Revolver,0U5P1naxYkkOsbHIGkVU9c,Revolver Basico,3jQiTcA6bMtTSdkn46mnV1,51,https://p.scdn.co/mp3-preview/6e350af2f2da249517f5c06c0b4f24f312b7a869?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Sangre Española,1gsPpI8D9cHgW94UoQb2YH,Manolo Tena,7gyFPwPjI8N3wIyTghT7xw,Sangre Española,5zxmB6YX00cokDUcPynuTw,48,https://p.scdn.co/mp3-preview/c90da02079c611a7489b130793e216059e1c5012?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Ojos de gata,3AWefROgvMxXeT7nS1g94l,Los Secretos,2KEDbpUlz9nwtGywHT4gyf,Adios Tristeza,4SEXKPAgYQVSE3PxNM9lfC,52,https://p.scdn.co/mp3-preview/3812a668258c76990ea06bca4347f8bd75e6c1cb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Veneno en la Piel,4oCGALJSQZxLnsnPPgShln,Radio Futura,4qKJA8Cf8R44cMThP6q8KM,Veneno En La Piel,5494a8BNRIElBxQmoWpo8O,59,https://p.scdn.co/mp3-preview/9126f80e1d312284d70d9613ebf32a9fa3af1dfa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,La Lola,5hyq5k3Do9gW3HGvDg5ZEJ,Café Quijano,2ECP3nWC88LaFz4oQzTo3Z,La Extraordinaria Paradoja Del Sonido Quijano,5PvhfeSnVId3ZknKo9ztID,65,https://p.scdn.co/mp3-preview/3314924ca5e4b32b0561d811264fabab97542fd5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Rojitas las orejas,42R5irny7qThOYUThAL7VW,Fito y Fitipaldis,1tZ99AnqyjgrmPwLfGU5eo,A Puerta Cerrada,5oEdjJV5w3M9Odc7y2pWS1,56,https://p.scdn.co/mp3-preview/ad3d7e4bf90235cfe5e19c959a161fc92bd77adc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Corazón partío,0wQCKR9OFjYu5Kzrk7WivJ,Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,Más,3MfNbOJuFb5H4CjrT49oiI,74,https://p.scdn.co/mp3-preview/cee7191f8b94d18b77bf6a6382d34f5418844095?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Dulce condena - Edición Aniversario,4Pk1N5mY14kO5N3JcADgb2,Los Rodriguez,3XkJyJgJDxnjdQgH0zfT8K,Sin Documentos (Edición Aniversario),78CvBB2Vfn10MUCatfyQVs,47,https://p.scdn.co/mp3-preview/30a971185ca5936f00fada3d0366007baa08e381?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Si tú no estas,7CX6W4Mf98wMgX0izqRpAl,Rosana,5ttV0N9HvMH3KLqNKcS2M0,Lunas rotas,3iZk2FY3YtnSNjx06Ft8Xg,62,https://p.scdn.co/mp3-preview/c271c0df268e6f95c5b624f5376d445c38ff244e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Amante bandido 99,5wB8fDiNTxSCLFn40cl1zw,Miguel Bosé,7mWCSSOYqm4E9mB7V4ot6S,Lo Mejor De Bosé,22bqL24CaHAULpscOV3Dup,46,https://p.scdn.co/mp3-preview/680229d1d2b213ccc6f44315560f080cce535bdd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Contigo,5yIVcrwQXdIlDgTMc8pa6z,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,"Yo, Mi, Me, Contigo",0C4Nm6vpiyldyOKNAESuSI,61,https://p.scdn.co/mp3-preview/c26dd4edbe36e587682b92d4be3b6e7494aa8497?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Amiga mía,73MuQb9jIoryiOig4hDQhT,Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,Grandes exitos 1997-2004,2InFQlv0Qyb9z4zGe9P8iK,65,https://p.scdn.co/mp3-preview/b587457ae4c60f2ea3dc61ed256dc4a826211cab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Amigos para Siempre,6PfQB3xEbIlky1dXOb3Yyh,Los Manolos,4WsE6jJORlwp3OcAWkCUrj,Dulce Veneno,103iVGOwBBlDcdrRmORWDH,53,https://p.scdn.co/mp3-preview/5c3758e3209f64cf07ed0e6905d76d5dc3cf7a32?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Voy en un coche,4SnU0W6LY2CD4iH5vb4kgQ,Christina y Los Subterraneos,37VCh7nhSDrULox2fOnBoU,Que Me Parta Un Rayo,6erY8dgTTxjdsX5yBnsYwU,49,https://p.scdn.co/mp3-preview/4b461552dcfe7ee14d1d309b6d814c4ccee13777?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Historias de amor,0dIj0bpkfkKpcYYa5ehaRS,OBK,00iiLCQzrQfdDg27gus6Ny,Llámalo Sueño,7HwdSoYFAZL1pQfMjtjO3G,48,https://p.scdn.co/mp3-preview/a6bf55da2f7eb332f9e4f07cb1d8b0d9b6b12cac?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,La flaca,1MrZ8hGkUWMmT816wPaMgE,Jarabe De Palo,5B6H1Dq77AV1LZWrbNsuH5,La Flaca - Edición 10º Aniversario,52SGUmWz4rcauYwTKIJzBp,69,https://p.scdn.co/mp3-preview/de8001a943205b7ac3ebc910633a5e67421e2c41?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Papá Cuéntame Otra Vez,5lg2cApHn9zCVkJcwou0iN,Ismael Serrano,4eyF2eDCunzeFykH90Ej34,Atrapados En Azul,51DTwV4m6Nxag1zMKAiTZm,54,not available
46,Tu noche y la mía,6dF2SE1eyGOaXX2pNQn22h,Revolver,0U5P1naxYkkOsbHIGkVU9c,Revolver Basico,3jQiTcA6bMtTSdkn46mnV1,42,https://p.scdn.co/mp3-preview/5b01e73f75132a3631c5c069b20019c9f85d5603?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Otro Día Más Sin Verte,7i38EXhbFJjF5tGvTsJMmx,Jon Secada,10n1KB2sjTrGdyuC83y8jW,Jon Secada,1duV6ATgfQWMvjNyfHmxZL,63,not available
48,Corazón de Tiza,3jepmVUMdx94GXirWw3cAZ,Radio Futura,4qKJA8Cf8R44cMThP6q8KM,Veneno En La Piel,5494a8BNRIElBxQmoWpo8O,45,https://p.scdn.co/mp3-preview/584f4df9d4b752a8878b743cba604c45b3e49b2d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Galilea,1V7FkKnkA3Gq1fkGayioSI,Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,Sintiendonos La Piel,4Zq9UhyMTcrEhvQx0Gm2TX,45,not available
50,Aprendiz,6IDgYT1p1n0M5kQVjLQozC,Malú,3TLGNOdp1UWYMnV5XG9HkR,Aprendiz,0UfdHns1kmMVkEGD7MkmAQ,49,https://p.scdn.co/mp3-preview/8be8c6384aa496a7c746514b557ce4b79829652b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
