Classiques du Rap Français,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
16,J'pète les plombs,5onlhFwHJhp0ff2tPju2X6,Disiz La Peste,7rz6ZZErn5YFDteXKhyf3g,"Le collector, Vol. 1",7KXG0Bm2zU9B6WpfRpFmiM,48,https://p.scdn.co/mp3-preview/2efdebcb16b085de2b5d2665a6bcb6e53289da39?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Boulbi,5NfigFlUBUEBgMFOq1rfkB,Booba,58wXmynHaAWI5hwlPZP3qL,Ouest Side,3yT2JhKAfo78iIqgEkZNVw,55,not available
18,Bad Boys de Marseille (feat. Shurik'n) (Pt. 2) - Part 2,5q0tqXhUKqwBxissPvia6X,Akhenaton,4ddg7PH5OuSossiSBWgueu,Double Chill Burger (Best of),1zK7QIHZVnGQqhlxqe7rI4,47,https://p.scdn.co/mp3-preview/3f5ef320f640c866fb57a712c4c74f4a2b0831de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Laisse pas traîner ton fils,19wTIVLYwubMX8XZppB6lH,Suprême NTM,4ko6Ysxtvx9EY9GEFslrIz,Suprême NTM,3eG7SaLEdlmKLapewG6m4J,47,https://p.scdn.co/mp3-preview/828a5bacfbf2656c3580a4c133e3d079e8e80975?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Qui est l'exemple ?,77pB3BxEgaSZIbJ4uQflS8,Rohff,32UhRcgdXO6LdLhOpfIdxp,La vie avant la mort,1q3iVUJaoIi3LWeiD3FUrf,57,https://p.scdn.co/mp3-preview/c07af0e4cfec901f0c62b598c5ce1cdc325e55cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Les princes de la ville,4zu2xquA7ZcrjPZylino4Z,113,5nTMNNNwQMoCYgzUXdUaB6,Classics du rap français,5l2SmT405p4eX3IFosyH01,1,not available
22,Pitbull,4xUo6mxLoEyg5VQgk057BD,Booba,58wXmynHaAWI5hwlPZP3qL,Ouest Side,34CsUCcaxu6Yorde5fRdTU,2,not available
23,On pense tous monnaie monnaie,1ZPo5rGRZr5z8sjvMjTTVc,Scred Connexion,5ZtIEcmzQosu8SDKWgwc86,Du mal à s'confier,0JtvUSVT3yaGeXCkz4R6dZ,45,https://p.scdn.co/mp3-preview/ea9e9f1c23e4cf0b36697d807b8ccbb35a495333?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,La formule secrète,5ew2u81CX8tCQWL07BbI7U,Assassin,5zbzDats0HBBPuir5QWKWm,Perles rares (1989 - 2002),1eZXBE8mRAAjxmGhzLTvDj,17,https://p.scdn.co/mp3-preview/bd5b0188d7db0babe87d493915b343c5728b964f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,That's My People,1RWXFHOJ6XjK8a9pitucrX,Suprême NTM,4ko6Ysxtvx9EY9GEFslrIz,Suprême NTM,3eG7SaLEdlmKLapewG6m4J,47,https://p.scdn.co/mp3-preview/fd47fa0acbce2cd469ca0e7534b4b5455377531a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,"Demain, c'est loin",4C4tuRmDTMz875IFJiqIpy,Iam,56Q6weEROZ1RsVrTak8Bm7,Anthologie IAM (1991-2004),2jEJLiF5RE2JSCju5x6Avw,1,not available
27,N°10 - Single Version,3wBnEsxkTABwvl32tpZBsj,Booba,58wXmynHaAWI5hwlPZP3qL,Panthéon,2dCUtmJ3qBS5nP2maHsGAf,2,not available
28,Le beat qui tue,5PqQZcn44bJSG791iwrUk6,Scred Connexion,5ZtIEcmzQosu8SDKWgwc86,Scred Selexion 99/2000 (1),6P90EXL5d2w0dLsOv7785R,25,https://p.scdn.co/mp3-preview/f6a1645e847a845805c4bd357591eff9e13250a3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Sérieux Dans Nos Affaires,0ujIRGcWdKW9HtukNs9j1Q,Assassin,5zbzDats0HBBPuir5QWKWm,Touche D'espoir (Réédition 2005),0C97wD0H0E4ZTBbsBTys9X,30,https://p.scdn.co/mp3-preview/d6b608ef38a83158c03d4e92e1a1f3138adfed7a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Molotov 4,6IIFlVTXXhVbfp1N3xjBCZ,Sefyu,2OULCPo7k0vPKlEZimhaVc,Suis-Je Le Gardien De Mon Frere?,5qxgkjueBOPaDFS9LinqNB,1,not available
31,Dans ma rue (High for the Chronic !),1etjGtHh8yBUhFqCufqdrd,Doc Gyneco,4GX9CqwqWtb76wuXwbXR6b,Premiere consultation,3UACOTg56TwfNelPFsdGAg,44,https://p.scdn.co/mp3-preview/13e0b63c2c494fd7870302e615e8e767b88b8ee4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Respect (feat. Vinia Mojica),2uMb8n60MeFa6bjjjCzL49,Alliance Ethnik,2dZM3D9rBveK3dywr1WQkN,Simple Et Funky,73WyrLGzIT98p72VVYUY0Q,57,https://p.scdn.co/mp3-preview/95102ea9050702cdf9e96f0811c96c9dbf8aa5d1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Caroline,7BcBFcBUwuB15Y1km6RkHZ,Mc Solaar,3nU8TSIICYDbUqRpJISTRE,Le tour de la question,0jghnfosLxEgE9ANSKoftK,51,https://p.scdn.co/mp3-preview/c6a5b6328b05be2fa1481f9638caedf25a7f30d0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Le son qui met la pression,76DF3UwkIRBJLNuZdNuK4I,Lunatic,2T94BUd6X8J1G5EfJj3hZr,Mauvais Oeil,6nZsCBcWr6n6ZtmBmdJz96,0,not available
35,La terre est ronde,3IM7zXywZ6sRTtkRjRLxJ8,Orelsan,4FpJcNgOvIpSBeJgRg3OfN,Le chant des sirènes,5GfsaNstrK8rszTX5XYtXU,61,https://p.scdn.co/mp3-preview/07ff9ea25bc6f7d14e1e85b4ef3b459ab10dec00?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Art de rue,6Xo7NrY0dDj6pQQ2XIph1Y,Fonky Family,1BTmMBPzv3zEO3f6ilFoct,Art de rue,3vm7lXWJ4HxzKEVZ6hhg8o,49,https://p.scdn.co/mp3-preview/511557c1f3386cacd3569263d797e6f3f1da423f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Aiguisé comme une lame,4JTviRADkTsRQiP2XciEXn,Raggasonic - NTM,6bqUlAEF6W29zSunM9jJxs,raggasonic,2X2celqGIyavwzarmQaPG7,41,https://p.scdn.co/mp3-preview/28eada16a65427010883f0d882a1afc054be2f80?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,La fièvre,0t4J6vsfIb5wtYcSdht9yy,Suprême NTM,4ko6Ysxtvx9EY9GEFslrIz,Paris sous les bombes,6JebPktdIx7M8WzADPZaD8,50,https://p.scdn.co/mp3-preview/3e63069a296331221b26134c34b23ca993dc8294?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Angela,7HkAJlrDqGvFA880bbgFlJ,Saian Supa Crew,6XaUaXu0cGAFK1AlQkl1b6,Saian Supa Crew,273SOILQldyBoIEnEkUX4d,55,https://p.scdn.co/mp3-preview/e33c21a3250d6021100f27f86111e3300ac47a83?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Nirvana,3p2Ns1VqiDyv9vLuBp1e0Z,Doc Gyneco,4GX9CqwqWtb76wuXwbXR6b,Premiere consultation,3UACOTg56TwfNelPFsdGAg,41,https://p.scdn.co/mp3-preview/b2b88a1c59226d574329fadc04250e6488462d21?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Regretté,6W1MYXhhqO5IuIovuXp7Na,Rohff,32UhRcgdXO6LdLhOpfIdxp,Au-Delà De Mes Limites,75ATPVeLbZcI8awnPVNAqK,46,https://p.scdn.co/mp3-preview/c6cd21d90b177d0a532359514ce95ff91dd8de0a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,L'etat assassine,6RLuzPwgmW10FmSz19sTXL,Assassin,5zbzDats0HBBPuir5QWKWm,L'homicide volontaire,4TXSQhd8oKnE8uOgA2dDUS,33,https://p.scdn.co/mp3-preview/62d3bd7b93d7bb6e3fada39c490c0f05aab9af83?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,La Haine,4HNH7bIAIscir2rVqVi2eV,Cut Killer,1qBSTVOOFSTKWn3TQUtWqw,"HH Classics, Vol. 1",2nWjZiN1GqmZf5T0XxqL0J,47,https://p.scdn.co/mp3-preview/acb57227f592d6bf9bae141de460834008fdf5a0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,La tribu de Dana,64gCM9yZv2jpNflclKUnXu,Manau,6k68jYvlUy3CXOwhG1NDBL,Panique Celtique,1i7e6Cu4N6zhbhvJ4lNw6G,59,not available
45,Viens voir le docteur - Dirty Moog Mix,7ynYHdmWtoSr2nH79LkXHm,Doc Gyneco,4GX9CqwqWtb76wuXwbXR6b,Première consultation (Edition 20ème anniversaire),0VB37oH6NUjdAlKlpU40yn,44,https://p.scdn.co/mp3-preview/6179ae01fef91b1e127a806fc7aabfc12fea6e24?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,L'enfant seul,3hR6FtDMsgTIO3a4VIucIK,Oxmo Puccino,44bvfFf9VeGwVjK0QDqQ7O,Opera Puccino,1j19ltx8inseOGYmKaLO5Q,1,not available
47,Repose en paix,3SDWrm6cXovs8niVwovPfe,Booba,58wXmynHaAWI5hwlPZP3qL,Temps Mort,4ZzEzKOvjm8AZxPb1iQaZd,0,not available
48,Le maton me guette,0kcF96pmA8PX5ClqyFpEtG,Passi,41o2A93SPxIUxsy5HQjvul,Les tentations,6x6I3lpDmXNGGrRdaC6ktL,44,https://p.scdn.co/mp3-preview/ede6e60b2ca7fc1cda8ae57b4533583e6b830ee1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Du mal à s'confier,1OZywZOk6dtC7wxZDnYLl6,Scred Connexion,5ZtIEcmzQosu8SDKWgwc86,Du mal à s'confier,0JtvUSVT3yaGeXCkz4R6dZ,33,https://p.scdn.co/mp3-preview/1984bc12eed3bde9a9ebafa78f87ab31ac9349f9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Un dernier jour sur terre,4aMJKZCyF3otus1wgHJKS8,La Squadra,40FueTBN4wc87k8J9n5jLT,"Cut Killer Show, Vol. 1",6t7jD99HppY4eG49oywEkt,26,https://p.scdn.co/mp3-preview/d689001f1d7d362724ac7b67e178c0efc6785c28?cid=fa83a2fec7c440b7a2795d600d6b2c7e
